"year","month","day","site","side-LTERtransect","zone-LTERreplicate","transect","classcode","size","mpa_status","reserve","year_mpa","count","area"
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",3.9,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",3.9,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",3.9,"SMCA","IN",2003,5,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4,"SMCA","IN",2003,5,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4,"SMCA","IN",2003,6,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,5,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,6,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,7,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,8,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.1,"SMCA","IN",2003,9,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,5,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,6,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,7,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,8,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,9,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,10,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.2,"SMCA","IN",2003,11,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,5,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,6,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.3,"SMCA","IN",2003,7,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,5,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,6,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,7,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,8,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,9,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,10,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,11,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,12,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,13,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,14,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.4,"SMCA","IN",2003,15,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.5,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.5,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.5,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.6,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.6,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.6,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.7,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.7,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.7,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.7,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.8,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.8,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.8,"SMCA","IN",2003,3,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",4.8,"SMCA","IN",2003,4,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",5.1,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",5.1,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",5.4,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",5.4,"SMCA","IN",2003,2,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",5.5,"SMCA","IN",2003,1,NA
2006,7,"10","SCI_PAINTED_CAVE","E","INNER",NA,"STRPURAD",5.5,"SMCA","IN",2003,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.1,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.2,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.2,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.2,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.3,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.3,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.6,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.6,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.7,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.7,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.8,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.8,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.8,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.9,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.9,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",1.9,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.1,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.1,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.1,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.2,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.2,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.3,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.4,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.5,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.5,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.5,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.5,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.5,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.5,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.6,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.6,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.6,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.6,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.6,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.6,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.7,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.7,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.7,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.7,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,14,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,15,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,16,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.8,"reference","OUT",0,17,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.9,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.9,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.9,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",2.9,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3,"reference","OUT",0,14,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,14,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,15,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,16,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,17,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.1,"reference","OUT",0,18,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.2,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.3,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.4,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,14,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,15,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,16,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,17,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.5,"reference","OUT",0,18,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,1,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,2,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,3,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,4,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,5,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,6,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,7,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,8,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,9,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,10,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,11,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,12,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,13,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,14,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,15,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,16,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,17,NA
2006,7,"11","SCI_HAZARDS","W","INNER",NA,"STRPURAD",3.6,"reference","OUT",0,18,NA
