id,sex,last_molt,size,class,treatment,density,order,ifrepeat,finished,num_offered,num_left,num_consumed,num_dead,tank_id,unit_id,trial,food_remaining,starve_hours,discard,notes
IV04,,,143.3,jumbo,urc_medium,3,5,,finished,3,0,3,,14,BI,9,yes,,,not starved; because s/he molted; but consumed all available so seems like a viable trial to me (BD)
IV04,,,143.3,jumbo,urc_medium,5,3,b,finished,5,5,0,1,14,BI,8,yes,,,
IV04,,,143.3,jumbo,urc_medium,26,1,b,finished,3,3,0,,14,BI,7,,,,
IV04,,,143.3,jumbo,urc_medium,26,1,,finished,26,8,18,,14,BI,1,,,yes,6 urchins remaining; but 2 escaped. No way of telling who ate who (IVO4; SCI03)
IV04,,,143.3,jumbo,urc_medium,16,2,,finished,16,15,1,2,14,BI,5,,,,
IV04,,,143.3,jumbo,urc_medium,5,3,,finished,5,0,5,,14,BI,3,no,,yes,
IV04,,,143.3,jumbo,urc_medium,10,4,,finished,10,7,3,,14,BI,4,,48,,
IV04,,,143.3,jumbo,urc_medium,2,6,,finished,2,2,0,2,14,BI,6,,,yes,
CR01,,,82,medium,urc_large,5,5,,finished,5,5,0,2,14,TD,8,,,,
CR01,,,82,medium,urc_large,2,1,b,finished,2,2,0,,14,TD,7,,,,
CR01,,,82,medium,urc_large,2,1,,finished,2,2,0,,14,TD,1,,,yes,
CR01,,,82,medium,urc_large,16,2,,finished,16,16,0,1,14,TD,2,,,,
CR01,,,82,medium,urc_large,26,3,,finished,26,26,0,6,14,TD,3,,,,
CR01,,,82,medium,urc_large,3,4,,finished,3,3,0,1,14,TD,4,,48,,
CR01,,,82,medium,urc_large,10,6,,finished,10,9,1,,14,TD,6,,,,
HH12,,,72.5,medium,urc_large,26,5,,finished,26,25,1,2,14,TI,8,,,,
HH12,,,72.5,medium,urc_large,10,1,b,finished,10,10,0,1,14,TI,7,,,,
HH12,,,72.5,medium,urc_large,10,1,,finished,10,9,1,,14,TI,1,,,yes,
HH12,,,72.5,medium,urc_large,3,2,,finished,3,3,0,,14,TI,2,,,,
HH12,,,72.5,medium,urc_large,16,3,,finished,16,16,0,3,14,TI,3,,,,
HH12,,,72.5,medium,urc_large,5,4,,finished,5,5,0,1,14,TI,4,,48,,
HH12,,,72.5,medium,urc_large,2,6,,finished,2,2,0,2,14,TI,6,,,yes,
