campus,method,year,month,day,site,side,zone,transect,classcode,size,depth,observer,count
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,2.6,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,2.7,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,2.8,6.1,ALEX RAY,9
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,2.9,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.1,6.1,ALEX RAY,9
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.2,6.1,ALEX RAY,7
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.3,6.1,ALEX RAY,4
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.4,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.5,6.1,ALEX RAY,17
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.6,6.1,ALEX RAY,10
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.7,6.1,ALEX RAY,10
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.8,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,3.9,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4,6.1,ALEX RAY,11
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.1,6.1,ALEX RAY,12
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.2,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.3,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.4,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.5,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.6,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.7,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.8,6.1,ALEX RAY,4
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,4.9,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,5,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,5.2,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,5.3,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,5.6,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,MESFRAAD,6.8,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,0.4,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,0.5,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,0.6,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,0.7,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,0.8,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,0.9,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,1,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,1.1,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,1.6,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,1.7,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,1.8,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,1.9,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.1,6.1,ALEX RAY,7
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.2,6.1,ALEX RAY,13
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.3,6.1,ALEX RAY,10
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.4,6.1,ALEX RAY,26
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.5,6.1,ALEX RAY,28
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.6,6.1,ALEX RAY,23
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.7,6.1,ALEX RAY,16
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.8,6.1,ALEX RAY,9
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,2.9,6.1,ALEX RAY,10
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3.1,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3.2,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3.3,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3.4,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3.6,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,3.8,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,ANACAPA_MIDDLE_ISLE,CEN,INNER,1,STRPURAD,4,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,1.4,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,1.9,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,2,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,2.6,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,2.7,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,2.8,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,2.9,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.1,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.2,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.3,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.4,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.5,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.6,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.7,6.1,ALEX RAY,11
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.8,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,3.9,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4,6.1,ALEX RAY,7
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.1,6.1,ALEX RAY,4
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.2,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.3,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.4,6.1,ALEX RAY,7
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.5,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.6,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.7,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.8,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,4.9,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5,6.1,ALEX RAY,13
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.1,6.1,ALEX RAY,9
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.2,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.3,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.4,6.1,ALEX RAY,4
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.5,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.6,6.1,ALEX RAY,3
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,5.7,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,6,6.1,ALEX RAY,4
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,6.1,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,6.2,6.1,ALEX RAY,5
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,6.3,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,6.4,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,6.5,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,7.1,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,7.4,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,MESFRAAD,8,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,1.5,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,1.6,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.1,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.2,6.1,ALEX RAY,4
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.3,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.4,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.5,6.1,ALEX RAY,15
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.6,6.1,ALEX RAY,24
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.7,6.1,ALEX RAY,17
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.8,6.1,ALEX RAY,23
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,2.9,6.1,ALEX RAY,12
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3,6.1,ALEX RAY,17
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.1,6.1,ALEX RAY,12
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.2,6.1,ALEX RAY,8
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.3,6.1,ALEX RAY,9
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.4,6.1,ALEX RAY,6
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.5,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.6,6.1,ALEX RAY,2
UCSB,SBTL_SIZEFREQ,2007,9,7,SCI_COCHE_POINT,CEN,INNER,1,STRPURAD,3.7,6.1,ALEX RAY,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,1.3,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,1.5,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,1.7,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,1.8,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,1.9,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.1,12.2,CONNOR TILMAN,4
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.2,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.4,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.5,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.6,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.7,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.8,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,2.9,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3,12.2,CONNOR TILMAN,5
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.2,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.3,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.4,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.5,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.7,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.8,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,3.9,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.1,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.4,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.5,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.6,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.7,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.8,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,4.9,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,5,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,5.1,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,5.4,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,5.7,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,5.8,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,5.9,12.2,CONNOR TILMAN,5
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.1,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.3,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.4,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.5,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.6,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.7,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.8,12.2,CONNOR TILMAN,4
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,6.9,12.2,CONNOR TILMAN,5
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7,12.2,CONNOR TILMAN,4
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.1,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.2,12.2,CONNOR TILMAN,4
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.3,12.2,CONNOR TILMAN,4
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.4,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.5,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.6,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.7,12.2,CONNOR TILMAN,4
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.8,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,7.9,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,8,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,8.1,12.2,CONNOR TILMAN,1
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,8.2,12.2,CONNOR TILMAN,2
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,8.3,12.2,CONNOR TILMAN,3
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,8.5,12.2,CONNOR TILMAN,5
UCSB,SBTL_SIZEFREQ,2007,9,11,SCI_FORNEY,W,OUTER,2,MESFRAAD,8.6,12.2,CONNOR TILMAN,4
